Плагиат;Длина документа;Цитируемость;Документ
0;86845;98; Зубов А.Б. УНИТАРИЗМ ИЛИ ФЕДЕРАЛИЗМ К вопросу о будущей организации государственного пространства России. Полис. Политические исследования.  2000. № 5.  С. 32-54
0;20862;98; Маслова В.А. Политический дискурс: языковые игры или игры в слова?. Политическая лингвистика.  2008. № 24.  С. 43-47
494;2280;98; Груза Г.В., Ранькова Э.Я. Обнаружение изменений климата: состояние, изменчивость и экстремальность климата. Метеорология и гидрология.  2004. № 4.  С. 50-66
0;82920;98; Сальников В.А., Галимов Д.И. КОНКУРЕНТОСПОСОБНОСТЬ ОТРАСЛЕЙ РОССИЙСКОЙ ПРОМЫШЛЕННОСТИ - ТЕКУЩЕЕ СОСТОЯНИЕ И ПЕРСПЕКТИВЫ. Проблемы прогнозирования.  2006. № 2.  С. 55-83
0;68928;97; Губанов С. Новая целевая задача и условия ее решения. Экономист.  2008. № 3.  С. 3-21
0;38967;97; Авдеева З.К., Коврига С.В., Макаренко Д.И., Максимов В.И. Когнитивный подход в управлении. Проблемы управления.  2007. № 3.  С. 2-8
0;372642;97; Гичев Ю.П. Загрязнение окружающей среды и экологическая обусловленность патологии человека. Экология. Серия аналитических обзоров мировой литературы.  2003. № 68.  С. 1-138
0;33056;97; Юртаева Е.А. Закон о нормативных правовых актах и практика российского правотворчества. Журнал российского права.  2006. № 5 (113).  С. 12-22
0;32534;97; Иванов П.М. Устойчивое региональное развитие: концепция и модель управления. Экономика и математические методы.  2006. Т. 42. № 2.  С. 51-60
12750;14051;97; Мохначев С.А. Современные тенденции развития управления конкурентоспособностью вуза. Маркетинг в России и за рубежом.  2008. № 1.  С. 67-71
0;35678;97; Кукушкин М.Л. Патофизиологические механизмы болевых синдромов. Российский журнал боли.  2003. № 1 (1).  С. 5-12
0;39240;97; Симбирцев А.С., Громова А.Ю. Функциональный полиморфизм генов регуляторных молекул воспаления. Цитокины и воспаление.  2005. Т. 4. № 1.  С. 1-10
0;3691;97; Ивашев М.Н., Круглая А.А., Савенко И.А., Усманский Ю.В., Сергиенко А.В., Лысенко Т.А., Куянцева А.М., Арльт А.В., Зацепина Е.Е., Саркисян К.Х., Ефремова М.П., Шемонаева М.В., Масликова Г.В., Сампиева К.Т., Струговщик Ю.С., Врубель М.Е., Алиева М.У. БИОЛОГИЧЕСКАЯ АКТИВНОСТЬ СОЕДИНЕНИЙ, ПОЛУЧЕННЫХ СИНТЕТИЧЕСКИМ ПУТЕМ. Фундаментальные исследования.  2012. № 7-2.  С. 441-444
0;31249;96; Полтерович В. Принципы формирования национальной инновационной системы. Проблемы теории и практики управления.  2008. № 11.  С. 8-19
0;37062;96; Иванчев C.С., Озерин А.Н. Наноструктуры в полимерных системах. Высокомолекулярные соединения. Серия А.  2006. Т. 48. № 8.  С. 1531-1544
5348;56396;96; Мау В. Экономическая политика 2009 года: между кризисом и модернизацией. Вопросы экономики.  2010. № 2.  С. 4-25
0;31893;96; Ильин И.А. Общее учение о праве и государстве (фрагменты). Известия высших учебных заведений. Правоведение.  1992. № 3.  С. 93-99
0;13016;96; Кочетков C. Оценка инновационного потенциала промышленных предприятий. Экономист.  2006. № 5.  С. 34-38
